ref,from,to,opening-hours,via,intermediates,exceptions,duration,frequency,intermediate-durations
61,Accra,Abelemkpe,Mo-Sa 05:00-10:00,,Accra UTC;Kingsway;Starlite;Champion;Adabraka Market;Mr. Biggs;Circle;Circle Post Office;Sadisco;Fidelity;Asantewaa;Mallam Atta;Nima Junction;College;Ghana Commercial Bank;Newtown Total;Accra New Town (37 Station);Agbadinar;Master Chef;Five Five;Nkansah Gyan;Taxi Rank;Kotobabi Police Station;Vulcanizer;Abavana;Club 1000;Top Class;Pig Farm;Pig Farm Junction;Roman Ridge;Ebony;Dzorwulu Junction;Abelenkpe Curve;Abelenkpe,,43.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0;33.0
61,Abelemkpe,Accra,Mo-Sa 05:00-10:00,,Abelenkpe;Abelenkpe Curve;Abelenkpe Fire Station;Railway;Dzorwulu Junction;Ebony;Roman Ridge 1st;Roman Ridge 2nd;First Total;Pig Farm;Kotobabi Down;Top Class;Club 1000;Abavana;Kotobabi Police Station;Taxi Rank;Nkansah Gyan;Five five;Master Chef;Agbadinar;Accra New Town (37 Station);Newtown Total;Lapaz Station;College;New Town;Nima Junction;Mallam Atta;Asantewaa;School Junction;Pro credit;Fidelity;Express;Sadisco;Quarters;City Lights;Circle;Vodafone;Commercial Bank;PTC;Dance Bar;Adabraka;Adabraka Market;Roxy Cinema;Kingsway;Railways;Kingsway;Accra UTC,,47,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0;33.0;34.0;35.0;36.0;37.0;38.0;39.0;40.0;41.0;42.0;43.0;44.0;45.0;46.0
298,Dzorwulu,Kokomlemle,Mo-Sa 05:00-10:00,,Dzorwolu;Special Ice;Last Chance;Vulcanizer;Sea Theatre;Fidelity;Dzorwulu Junction;Ebony;Asore Junction;Pig Farm Station;Kotobabi Down;Top Class;Club 1000;Abavana;Kotobabi Police Station;Taxi Rank;Nkansah Gyan;Five five;Master Chef;Agbadinar;Accra New Town (37 Station);Newtown Total;Lapaz Station;College;New Town;Nima Junction;Mallam Atta;Asantewaa;School Junction;Pro credit;Fidelity;Express;Kokomlemle,,40.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0
298,Kokomlemle,Dzorwulu,Mo-Sa 05:00-10:00,,Kokomlemle (Pro Credit);Asantewaa;Mallam Atta;Nima Junction;College;Ghana Commercial Bank;Newtown Total;Accra New Town (37 Station);Agbadinar;Master Chef;Five Five;Nkansah Gyan;Taxi Rank;Kotobabi Police Station;Vulcanizer;Abavana;Club 1000;Top Class;Pig Farm;Pig Farm Junction;Roman Ridge;Ebony;Dzorwulu Junction;Fidelity;Junction;Vulcanizer;Bayere Junction;Last Chance;Special Ice;White Wall;Presby;Dzorwolu,,32,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0
302,Kwashieman/Santa Maria,Korle Bu,Mo-Sa 05:00-10:00,,Kwashieman Junction;Kwashieman School Junction;Odorkor official town;Odorkor;Odorkor Market;Water;Waterworks junction;Glory Land;Darkuman Junction;Dansoman Junction;Atico;Goil;Mataheko Quarters;Accra Academy;First Light;Kaneshie;Kaneshie First Bridge;Kaneshie Foot Bridge;Kaneshie Second Bridge;Pamprom;Abossey Okai;Total;Ayigbe Town;Estate;Zoti;Mortuary;Junction;Korle-Bu Barber;Korle Bu;New Station;Korle Bu,,44.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;30.0
302,Korle Bu,Kwashieman/Santa Maria,Mo-Sa 05:00-10:00,,Korle Bu;New Station;Total;Korle Bu;Korle-Bu Barber;Accra Royal;Mortuary;Ayigbe Town;Happy Days;Laskia;Flamingo;Kateco;First Light;Accra Academy;Mataheko Quarters;Goil;Atico;Dansoman Junction;Darkuman junction;Glory Land junction;Waterworks junction;Odorkor;Odorkor Station;Odorkor Market;Off town junction;School junction;Kwashieman School Junction;Kwashieman Junction,,52.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0
347,Tema,Abeka Lapaz,Mo-Sa 05:00-10:00,,Tema Community One Market;Community 4;Community 6;Community 7;Community 8;Community 9;Hospital Roundabout;Under Bridge;Biscuit Factory;KICC;Police Station;Manet;Toll booth;Flower Pot;Action Chapel;Tetteh Quarshie / Roundabout;Airport Junction;Dzorwulu Junction;GSL;CP;Abofu;Achimota Overhead;Akweteyman;Fly Top;Lapaz Market;Bambolino;Nii Boi Town Junction;Abeka Lapaz,,52.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0
347,Abeka Lapaz,Tema,Mo-Sa 05:00-10:00,,Abeka Lapaz;Suzzy's Inn;Akweteyman;Achimota Overhead;Abofu;GSL;Dzorwulu Junction;Airport Junction;Accra Mall;Manet;Trasacco;Coca-Cola / Police Station;KICC;18 Junction;Abattoir;Biscuit Factory;Under Bridge;Ashaiman Overhead;Hospital Roundabout Junction;Tema Motorway Total;Community 9;Community 8;Community 7;Community 4;Site 7;Site 20;Site 20 Taxi Rank,,45.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0
999,Sowutuom,Abeka Lapaz,Mo-Sa 05:00-10:00,,Sowutuom;Duase;Block factory Sowutuom;Mambo;Heavenly Church;Sowutuom Last stop;Printing press;Pentecost;Transformer Sowutuom;Sowutuom Market;Sowutuom Chopbar;Dega Junction;Mystical Rose Int School Junction;Race Course;Phobia Junction;Gyedu Junction;Rasta Junction;Attah Junction;Container Race Course;School Junction Race Course;Race Course Blue Gate;Ahenfie;Tabora Number2;Tabora Number 3;Lapaz Market;Abrantie;Lapaz Community Hospital;Lapaz Masalaashie;Lapaz Last stop;Lapaz Station;Abeka Lapaz,,31,8.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;30.0
999,Abeka Lapaz,Sowutuom,Mo-Sa 05:00-10:00,,Abeka Lapaz;Lapaz Community Junction;Lapaz Market;Tabora Number 3;Tabora Number2;Ahenfie;School Junction Race Course;Container Race Course;Attah Junction;Rasta Junction;Gyedu Junction;Appiah Junction;Phobia Junction;Race Course;Pentecost;Mystical Rose Int School Junction;Dega;Chop Bar;Market;Vulcanizer;Printing press;Sowutuom;Ga Central Assembly;Masalaachi Sowutuom;Heavenly Church;Mambo;Block factory Sowutuom;Sowutuom,,28,8.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0
995,Zamrama Line,Accra New Tema Station,Mo-Sa 05:00-10:00,,Zambrama Line;Sukura;Printing Press;Transformer;Zoti;Mortuary;Junction;Fire Service;Lighthouse;One Way;Ussher Fort;Accra Bishop;Ama;Accra New Tema Station,,45.0,10,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0;30.0;33.0;36.0;39.0
995,Accra New Tema Station,Zamrama Line,Mo-Sa 05:00-10:00,,Accra New Tema Station;Court;Accra Bishop;Post Office;Accra Post Office;UTC;Accra Royal;Mortuary;Market;Pipeier Naa;Waterworks;Junction;La bay;Banku Junction;Borla Junction;Sukura;Sukura Market;Loso;Akoo Store;Zambrama Line,,34.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0
994,Chemuna,Accra Rawlings Park,Mo-Sa 05:00-10:00,,Chokor/ Chemuna;Lantemame;Korle Gonno;Korle beach resort junction;Fire Service;Lighthouse;One Way;Ussher Fort;Melcom;Accra Rawlings Park,,17.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0
994,Accra Rawlings Park,Chemuna,Mo-Sa 05:00-10:00,,Accra Rawlings Park;Accra Post Office;Akoto Lante;Jamestown Police Station;Accra Royal;Korle er naa;Korle gonno shell;Korle beach resort;White House;Galilee;Hotel Junction;Wolarm;White House;Tei Abaa;Tea Garden;Alomo Junction;Lantemame;Bridge;Chokor/ Chemuna,,19,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0
542,Chorkor,Zongo Junction,Mo-Sa 05:00-10:00,,Chokor/ Chemuna;Lantemame;Tea Gadern;Extra O;Anna Larbi;Kakalika;Girl School;Abodwe;Liju;Sempe Second;Sempe First;Salvation Army;Korle Bu Junction;Radio Gold;Black Smith;Pipeier Naa;Kasoa Station;Zongo Junction,,18,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0
542,Zongo Junction,Chorkor,Mo-Sa 05:00-10:00,,Zongo Junction;Pipeier Naa;Black Smith;Radio Gold;Salvation Army;Sempe Second;Liju;Abodwe;Girl School;Kakalika;Extra O;Tea Gadern;Alomo Junction;Lantemame;Bridge;Chokor/ Chemuna,,26.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0
540,Agege,Zongo Junction,Mo-Sa 05:00-10:00,,Agege Last Stop;Karikari;Zone 6;Agege;205;Lotto House;Bamboi;Methodist;Salvation Army;Korle Bu Junction;Black Smith;Pipeier Naa;Kasoa Station;Zongo Junction,,20.0,5.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0
540,Zongo Junction,Agege,Mo-Sa 05:00-10:00,,Zongo Junction;Club Corner;Flamingo;Ashtown;Paa Willie;Mars Junction;Okwahu Motors;Slow Down;Dansoman First Stop;Zodiac;Dansoman Roundabout;King Solomon;Mama's Inn;Beecham;Sahara;Emmanuel Presby;Dansoman Control;Dansoman Police Station;Dansoman Market;Exhibition (Dansoman);Seven Great;Kofi ne Ama;Dansoman Last Stop;Agege,,27.0,5.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0
539,Odorna-Circle,Zambrama Line,Mo-Sa 05:00-10:00,,Circle;Circle Neoplan Station;Awudome Cemetery;Times;State Transport;Roundabout;Abossey Okai;Total;Ayigbe Town;Estate;Flat;Radio Gold;Salvation Army;Summerhut;Downright;IBE;Abodoo Bridge;Banana Inn;Borla;Masalatsi;Five Five;Station;Zambrama Line,,31.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0
539,Zambrama Line,Odorna-Circle,Mo-Sa 05:00-10:00,,Zambrama Line;Akoo Store;Mango Down;Banana Inn;Banana Inn Transformer;Abodoo Bridge;St.Marys;IBE;Downright;Summerhut;Salvation Army;Korle Bu Junction;Ayigbe Town;Total;Abossey Okai;Roundabout;State Transport;Neoplan,,45.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0
538,Kaneshie,Zambrama Line,Mo-Sa 05:00-10:00,,Kaneshie;Kaneshie Market;Zongo Junction;Pipeier Naa;Black Smith;Radio Gold;Salvation Army;Summerhut;Downright;IBE;Abodoo Bridge;Banana Inn;Borla;Masalatsi;Five Five;Station;Zambrama Line,,27.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0
538,Zambrama Line,Kaneshie,Mo-Sa 05:00-10:00,,Zambrama Line;Akoo Store;Banana Inn;Banana Inn Transformer;Abodoo Bridge;St.Marys;IBE;Downright;Summerhut;Salvation Army;Korle Bu Junction;Radio Gold;Black Smith;Pipeier Naa;Kasoa Station;Zongo Junction;Asoredan ho;Kaneshie,,37.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0
536,Arena,Zambrama Line,Mo-Sa 05:00-10:00,,Arena;UTC;Korle-Bu Barber;Korle Bu;Total;New Station;Awotsɛ Kojo;Plaza;Mamprobi Shell;Mamprobi police station;Rainbow;Mamprobi Methodist;Akoshi Junction Mamprobi;IBE;Abodoo Bridge;Banana Inn;Borla;Masalatsi;Five Five;Station;Zambrama Line,,33.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0
536,Zambrama Line,Arena,Mo-Sa 05:00-10:00,,Zambrama Line;Loso;Sukura Market;Flamingo;Seven great junction;Block Factory junction;Zongo junction;Great Lamptey;Happy Days;Abossey Okai junction;Total;Sabolai;Seconds;Market;Galloway;Arena,,99.0,10,0.0;6.0;12.0;18.0;24.0;30.0;36.0;42.0;48.0;54.0;60.0;66.0;72.0;78.0;84.0;90.0
521,Chemuna,Accra New Tema Station,Mo-Sa 05:00-10:00,,Chokor/ Chemuna;Lantemame;Korle Gonno;Korle beach resort junction;Fire Service;Boodi;Lighthouse;One Way;Ussher Fort;Accra Bishop;Accra New Tema Station,,38.0,10,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0;30.0
521,Accra New Tema Station,Chemuna,Mo-Sa 05:00-10:00,,Accra New Tema Station;Court;Accra Bishop;Post Office;Akoto Lante;Jamestown Police Station;Accra Royal;Fire Service;Korle er naa;Nzunzu;Korle gonno shell;1st stop;Korle beach resort;Ama Mensah;Galilee;Hotel Junction;Wolarm;White House;Tei Abaa;Tea Garden;Alomo Junction;Lantemame;Bridge;Chokor/ Chemuna,,60.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0
520,Camara,Accra New Tema Station,Mo-Sa 05:00-10:00,,Camara;Mangoase;Camara Junction;Nku Kpotoi;IBE (Camara);Akoshi Junction Mamprobi;Mamprobi Methodist;Abodwe;Rainbow;Mamprobi Shell;Mamprobi Post Office;Plaza;Electricity;Awotsɛ Kojo;New Station;Total;Korle Bu;Korle-Bu Barber;Fire Service;Boodi;Lighthouse;One Way;Ussher Fort;Accra Bishop;Accra New Tema Station,,32.0,5.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0
520,Accra New Tema Station,Camara,Mo-Sa 05:00-10:00,,Accra New Tema Station;Court;Accra Bishop;Post Office;Atta Quarshie;Akoto Lante;Agbado;London Market;UTC;Korle-Bu Barber;Korle Bu;Total;New Station;Awotsɛ Kojo;Plaza;Mamprobi Shell;Mamprobi police station;Rainbow;Mamprobi Methodist;Akoshi Junction Mamprobi;IBE (Camara);Nku Kpotoi;Camara Junction;Mangoase;Bank;Camara (Station);Camara,,50.0,5.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0
480,Agbogbloshie,Shiabu,Mo-Sa 05:00-10:00,,Agbogbloshie;Galloway;Timber Market;Palledium;Fire Service;Korle er naa;Nzunzu;Korle gonno shell;1st stop;Korle beach resort;Ama Mensah;Galilee;Hotel Junction;Wolarm;White House;JB Spot;Mamprobi Alhaji Station;Curve Shiabu;Shiabu,,46.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0
480,Shiabu,Agbogbloshie,Mo-Sa 05:00-10:00,,Shiabu;205;Lotto House;Bamboi;Methodist;Junction;Abodwe;Rainbow;Mamprobi Shell;Mamprobi Post Office;Plaza;Electricity;Awotsɛ Kojo;New Station;Total;Korle Bu;Korle-Bu Barber;Boxing Arena;UTC;UTC;Agbado;Timber Market;Palledium;Arena;Galloway;Agbobloshie 2,,63.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0
474,Appiah Danquah,Accra Salaga,Mo-Sa 05:00-10:00,,Appiah Danquah;Taxi Rank;School Junction;Junction Appiah Danquah;Lotto Kiosk;Radio Gold;Korle Bu Junction;Salvation Army;Sempe First;Sempe Second;Plaza;Electricity;Awotsɛ Kojo;New Station;Total;Korle Bu;Korle-Bu Barber;Boxing Arena;UTC;UTC;Agbado;Akoto Lante;Mantse Agbonaa;One Way;Ussher Fort;Salaga Market;Accra Salaga,,27,10.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0
474,Accra Salaga,Appiah Danquah,Mo-Sa 05:00-10:00,,Accra Salaga;Salaga Junction;Accra Post Office;Atta Quarshie;Akoto Lante;Agbado;UTC;Fire Service;Korle er naa;Nzunzu;Korle gonno shell;1st stop;Korle beach resort;Ama Mensah;Ejas;Shalom;Asoredan ho;Awotsɛ Kojo;Plaza;Mamprobi Station;Sempe First;Sempe Second;Salvation Army;Korle Bu Junction;Radio Gold;Mangoase;Lotto Kiosk;Video City;School Junction;Taxi Rank;Appiah Danquah,,31,10.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;30.0
473,Chemuna,Accra Salaga,Mo-Sa 05:00-10:00,,Chokor/ Chemuna;Lantemame;Korle Gonno;Korle beach resort junction;Fire Service;Boodi;Lighthouse;Mantse Agbonaa;One Way;Ussher Fort;Salaga Market;Accra Salaga,,20.0,10.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0
473,Accra Salaga,Chemuna,Mo-Sa 05:00-10:00,,Accra Salaga;Salaga Junction;Accra Post Office;Atta Quarshie;Akoto Lante;Agbado;London Market;UTC;Fire Service;Korle er naa;Nzunzu;Korle gonno shell;1st stop;Korle beach resort;Ama Mensah;Galilee;Hotel Junction;Wolarm;White House;Tei Abaa;Tea Garden;Alomo Junction;Lantemame;Bridge;Chokor/ Chemuna,,25,10.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0
469,Nungua Authority,Accra Rawlings Park,Mo-Sa 05:00-10:00,,Nungua;Bank;Nungua Market;C5;Cold Store;Brigade;A-life;First Junction;Abotsi Anya;Mobil;Addoemi;Laskala;Police Station;Kofi Annan;Next Door;First Gate;Second Gate;Bush Road;Gas;Telephone;Total;T-Junction;Regimanuel;Alonte Bar;Dreamland;Court;Olympia;Sergeant Adjettey;Polyclinic;Vet;Arko Adjei;Rigal Bus stop;Rigal Bus stop 2;Shell;Anoorhor;Second Stop/Ataa Adjettey;Castle Junction;Ministries;Agric;Accra New Tema Station;Accra Rawlings Park,,59.0,10.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0;33.0;34.0;35.0;36.0;37.0;38.0;39.0;40.0
469,Accra Rawlings Park,Nungua Authority,Mo-Sa 05:00-10:00,,Accra Rawlings Park;Accra Bishop;Ama;Ministries;Second Stop;Anoorhor;Osu Police Station;Rigal Bus stop;Arko Adjei;Curve;Polyclinic;Kpogas;Jokers;Olympia;Court;Dreamland;Alonte Bar;Regimanuel;T-Junction;La-Palm Hotel;Labadi Beach;La Beach Hotel;Bush Road;First Gate;Second Gate;Next Door;Kofi Annan;Laskala;Addoemi;Mobil;First Junction;A-life;Brigade;Cold Store;C5;Bank;Nungua,,47.0,10.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0;33.0;34.0;35.0;36.0
468,La Olympia,Accra Rawlings Park,Mo-Sa 05:00-10:00,,La Olympia;Sergeant Adjettey;Polyclinic;Vet;Arko Adjei;Rigal Bus stop;Rigal Bus stop 2;Osu Police Station;Shell;Osu Salem;Castle Junction;Ministries;Agric;Tema Station Union of GPRTU;Court;Market;Accra Rawlings Park,,40.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0
468,Accra Rawlings Park,La Olympia,Mo-Sa 05:00-10:00,,Accra Rawlings Park;Accra Bishop;Ama;Ministries;Stadium Junction;Osu Cemetry Junction;Osu Salem;Kelewele;Osu Police Station;Rigal Bus stop;Kaadzano Junction;Arko Adjei;Curve;Polyclinic;Kpogas;Jokers;Total;La Olympia,,28.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0
463,Mamprobi,Accra Post Office,Mo-Sa 05:00-10:00,,Akoshi Junction Mamprobi;Mamprobi Methodist;Abodwe;Rainbow;Mamprobi Shell;Mamprobi Post Office;Plaza;Electricity;Awotsɛ Kojo;New Station;Total;Korle Bu;Korle-Bu Barber;Boxing Arena;UTC;UTC;Agbado;Akoto Lante;Mantse Agbonaa;One Way;Ussher Fort;Salaga Market;Accra Salaga,,26.0,5.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0
463,Accra Post Office,Mamprobi,Mo-Sa 05:00-10:00,,Accra Post Office;Atta Quarshie;Akoto Lante;Agbado;UTC;Korle-Bu Barber;Korle Bu;Total;New Station;Awotsɛ Kojo;Plaza;Mamprobi Shell;Mamprobi police station;Rainbow;Mamprobi Methodist;Akoshi Junction Mamprobi,,20.0,5.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0
441,American House,Okponglo,Mo-Sa 05:00-10:00,,American House;Bridge;Bawaleshie Acheampong;Beduwa;Bawaleshie First;Bawaleshi Second;Bawaleshie Traffic Light;Okponglo,,23.0,10,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0
441,Okponglo,American House,Mo-Sa 05:00-10:00,,Okponglo;Bawaleshie Traffic Light;Bawaleshie First;Bawaleshie Second;Beduwa;Bawaleshie Acheampong;MTN;Bridge;American House,,24.0,10,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0
458,Accra CMB,Pigfarm,Mo-Sa 05:00-10:00,,Accra CMB;Kingsway;Starlite;Champion;Adabraka Market;Mr. Biggs;P.T.C;Circle;Circle Post Office;Circle Asoredanho;Caprice;Olympic junction;Roman junction;Roman Junction;School Junction;Dworwulu junction;Mallam Attah Market;37;Bakery;Newtown;Five five;Masalachi;Nkansah Gyan;Taxi Rank;Kotobabi Police Station;Vulcanizer;Abavana;Club 1000;Top Class;Pig Farm,,34.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0
458,Pigfarm,Accra CMB,Mo-Sa 05:00-10:00,,Pig Farm Station;Accra Girls;Kaukudi;Kanda Masalaachi;Nima Junction;Overhead;Sunny FM;Accra High School;Second Gate;Ridge;School Junction;Kingsway;Railways;Kingsway;Accra CMB,,93.0,10,0.0;6.0;12.0;18.0;24.0;30.0;36.0;42.0;48.0;54.0;60.0;66.0;72.0;78.0;84.0
445,Circle,Opetekwei,Mo-Sa 05:00-10:00,,Circle;Circle Neoplan Station;Times;School Junction;Accra Wesley Girls School Junction;Social Welfare;Kaneshie Market junction;First Light;JT;Peace Clinic;Mataheko Police Quarters;Mataheko Pharmacy;1 plus 1;Dansoman Asoredanho;Asoredanho Curve;Wesley Grammar;Akukofoto;Abomatte;Dansoman Polyclinic;Dansoman First Stop;Zodiac;Dansoman Roundabout;King Solomon;Mama's Inn;Beecham;Sahara;Emmanuel Presby;Dansoman Control;Dansoman Police Station;Dansoman Market;Exhibition (Dansoman);Seven Great;Kofi ne Ama;Dansoman Last Stop;Agege;Atomic;Curve;Point 6;Ebenezer;Academy;Opetekwei,,50.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0;33.0;34.0;35.0;36.0;37.0;38.0;39.0;40.0
445,Opetekwei,Circle,Mo-Sa 05:00-10:00,,Opetekwei;Ebenezer;Atomic;Last stop;Agege Last Stop;Karikari;Zone 6;Agege;205;Lotto House;Bamboi;Methodist;Abodwe;Liju;Sempe Second;Sempe First;Salvation Army;Korle Bu Junction;Flat;Ayigbe Town;Total;Abossey Okai;Roundabout;State Transport;Neoplan;Circle Last Stop;Circle,,50.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0
442,Bawaleshie,Okponglo,Mo-Sa 05:00-10:00,,Bawaleshie Acheampong;Beduwa;Bawaleshie First;Bawaleshi Second;Bawaleshie Traffic Light;Okponglo,,8.0,10,0.0;1.0;2.0;3.0;4.0;5.0
